Reading,Col_Index,Fuel_Qty,Roll_Input,Wing_Side,Stick,Pitch
2.2,Col_0,1807,14,Right,Stick 1,E (-3.00)
2.4,Col_0,1865,14,Right,Stick 1,E (-3.00)
2.6,Col_0,1923,14,Right,Stick 1,E (-3.00)
2.8,Col_0,1981,14,Right,Stick 1,E (-3.00)
3,Col_0,2039,14,Right,Stick 1,E (-3.00)
3.2,Col_0,2099,14,Right,Stick 1,E (-3.00)
3.4,Col_0,2158,14,Right,Stick 1,E (-3.00)
3.6,Col_0,2218,14,Right,Stick 1,E (-3.00)
3.8,Col_0,2278,14,Right,Stick 1,E (-3.00)
4,Col_0,2339,14,Right,Stick 1,E (-3.00)
4.2,Col_0,2399,14,Right,Stick 1,E (-3.00)
4.4,Col_0,2461,14,Right,Stick 1,E (-3.00)
4.6,Col_0,2522,14,Right,Stick 1,E (-3.00)
4.8,Col_0,2584,14,Right,Stick 1,E (-3.00)
5,Col_0,2646,14,Right,Stick 1,E (-3.00)
5.2,Col_0,2709,14,Right,Stick 1,E (-3.00)
5.4,Col_0,2772,14,Right,Stick 1,E (-3.00)
5.6,Col_0,2835,14,Right,Stick 1,E (-3.00)
5.8,Col_0,2899,14,Right,Stick 1,E (-3.00)
6,Col_0,2963,14,Right,Stick 1,E (-3.00)
6.2,Col_0,3028,14,Right,Stick 1,E (-3.00)
6.4,Col_0,3092,14,Right,Stick 1,E (-3.00)
6.6,Col_0,3158,14,Right,Stick 1,E (-3.00)
6.8,Col_0,3223,14,Right,Stick 1,E (-3.00)
7,Col_0,3289,14,Right,Stick 1,E (-3.00)
7.2,Col_0,3355,14,Right,Stick 1,E (-3.00)
7.4,Col_0,3421,14,Right,Stick 1,E (-3.00)
7.6,Col_0,3488,14,Right,Stick 1,E (-3.00)
7.8,Col_0,3556,14,Right,Stick 1,E (-3.00)
8,Col_0,3623,14,Right,Stick 1,E (-3.00)
8.2,Col_0,3692,14,Right,Stick 1,E (-3.00)
8.4,Col_0,3760,14,Right,Stick 1,E (-3.00)
8.6,Col_0,3829,14,Right,Stick 1,E (-3.00)
8.8,Col_0,3898,14,Right,Stick 1,E (-3.00)
9,Col_0,3967,14,Right,Stick 1,E (-3.00)
9.2,Col_0,4037,14,Right,Stick 1,E (-3.00)
9.4,Col_0,4107,14,Right,Stick 1,E (-3.00)
9.6,Col_0,4178,14,Right,Stick 1,E (-3.00)
9.8,Col_0,4249,14,Right,Stick 1,E (-3.00)
10,Col_0,4320,14,Right,Stick 1,E (-3.00)
10.2,Col_0,4392,14,Right,Stick 1,E (-3.00)
10.4,Col_0,4464,14,Right,Stick 1,E (-3.00)
10.6,Col_0,4537,14,Right,Stick 1,E (-3.00)
10.8,Col_0,4609,14,Right,Stick 1,E (-3.00)
11,Col_0,4683,14,Right,Stick 1,E (-3.00)
11.2,Col_0,4756,14,Right,Stick 1,E (-3.00)
11.4,Col_0,4830,14,Right,Stick 1,E (-3.00)
11.6,Col_0,4904,14,Right,Stick 1,E (-3.00)
11.8,Col_0,4979,14,Right,Stick 1,E (-3.00)
12,Col_0,5054,14,Right,Stick 1,E (-3.00)
12.2,Col_0,5129,14,Right,Stick 1,E (-3.00)
12.4,Col_0,5204,14,Right,Stick 1,E (-3.00)
12.6,Col_0,5280,14,Right,Stick 1,E (-3.00)
12.8,Col_0,5356,14,Right,Stick 1,E (-3.00)
13,Col_0,5432,14,Right,Stick 1,E (-3.00)
13.2,Col_0,5509,14,Right,Stick 1,E (-3.00)
13.4,Col_0,5585,14,Right,Stick 1,E (-3.00)
13.6,Col_0,5662,14,Right,Stick 1,E (-3.00)
13.8,Col_0,5739,14,Right,Stick 1,E (-3.00)
14,Col_0,5816,14,Right,Stick 1,E (-3.00)
14.2,Col_0,5893,14,Right,Stick 1,E (-3.00)
14.4,Col_0,5971,14,Right,Stick 1,E (-3.00)
14.6,Col_0,6048,14,Right,Stick 1,E (-3.00)
14.8,Col_0,6126,14,Right,Stick 1,E (-3.00)
15,Col_0,6204,14,Right,Stick 1,E (-3.00)
15.2,Col_0,6282,14,Right,Stick 1,E (-3.00)
15.4,Col_0,6360,14,Right,Stick 1,E (-3.00)
15.6,Col_0,6439,14,Right,Stick 1,E (-3.00)
15.8,Col_0,6517,14,Right,Stick 1,E (-3.00)
16,Col_0,6596,14,Right,Stick 1,E (-3.00)
16.2,Col_0,6675,14,Right,Stick 1,E (-3.00)
16.4,Col_0,6754,14,Right,Stick 1,E (-3.00)
16.6,Col_0,6833,14,Right,Stick 1,E (-3.00)
16.8,Col_0,6912,14,Right,Stick 1,E (-3.00)
17,Col_0,6992,14,Right,Stick 1,E (-3.00)
17.2,Col_0,7071,14,Right,Stick 1,E (-3.00)
17.4,Col_0,7151,14,Right,Stick 1,E (-3.00)
17.6,Col_0,7231,14,Right,Stick 1,E (-3.00)
17.8,Col_0,7311,14,Right,Stick 1,E (-3.00)
18,Col_0,7391,14,Right,Stick 1,E (-3.00)
18.2,Col_0,7471,14,Right,Stick 1,E (-3.00)
18.4,Col_0,7552,14,Right,Stick 1,E (-3.00)
18.6,Col_0,7633,14,Right,Stick 1,E (-3.00)
18.8,Col_0,7713,14,Right,Stick 1,E (-3.00)
19,Col_0,7794,14,Right,Stick 1,E (-3.00)
19.2,Col_0,7876,14,Right,Stick 1,E (-3.00)
19.4,Col_0,7957,14,Right,Stick 1,E (-3.00)
19.6,Col_0,8038,14,Right,Stick 1,E (-3.00)
19.8,Col_0,8120,14,Right,Stick 1,E (-3.00)
20,Col_0,8202,14,Right,Stick 1,E (-3.00)
20.2,Col_0,8283,14,Right,Stick 1,E (-3.00)
20.4,Col_0,8365,14,Right,Stick 1,E (-3.00)
20.6,Col_0,8448,14,Right,Stick 1,E (-3.00)
20.8,Col_0,8530,14,Right,Stick 1,E (-3.00)
21,Col_0,8612,14,Right,Stick 1,E (-3.00)
21.2,Col_0,8695,14,Right,Stick 1,E (-3.00)
21.4,Col_0,8778,14,Right,Stick 1,E (-3.00)
21.6,Col_0,8860,14,Right,Stick 1,E (-3.00)
2.2,Col_1,1572,13,Right,Stick 1,E (-3.00)
2.4,Col_1,1628,13,Right,Stick 1,E (-3.00)
2.6,Col_1,1684,13,Right,Stick 1,E (-3.00)
2.8,Col_1,1741,13,Right,Stick 1,E (-3.00)
3,Col_1,1798,13,Right,Stick 1,E (-3.00)
3.2,Col_1,1856,13,Right,Stick 1,E (-3.00)
3.4,Col_1,1914,13,Right,Stick 1,E (-3.00)
3.6,Col_1,1972,13,Right,Stick 1,E (-3.00)
3.8,Col_1,2031,13,Right,Stick 1,E (-3.00)
4,Col_1,2090,13,Right,Stick 1,E (-3.00)
4.2,Col_1,2149,13,Right,Stick 1,E (-3.00)
4.4,Col_1,2209,13,Right,Stick 1,E (-3.00)
4.6,Col_1,2269,13,Right,Stick 1,E (-3.00)
4.8,Col_1,2329,13,Right,Stick 1,E (-3.00)
5,Col_1,2390,13,Right,Stick 1,E (-3.00)
5.2,Col_1,2451,13,Right,Stick 1,E (-3.00)
5.4,Col_1,2513,13,Right,Stick 1,E (-3.00)
5.6,Col_1,2574,13,Right,Stick 1,E (-3.00)
5.8,Col_1,2637,13,Right,Stick 1,E (-3.00)
6,Col_1,2699,13,Right,Stick 1,E (-3.00)
6.2,Col_1,2762,13,Right,Stick 1,E (-3.00)
6.4,Col_1,2825,13,Right,Stick 1,E (-3.00)
6.6,Col_1,2889,13,Right,Stick 1,E (-3.00)
6.8,Col_1,2953,13,Right,Stick 1,E (-3.00)
7,Col_1,3018,13,Right,Stick 1,E (-3.00)
7.2,Col_1,3082,13,Right,Stick 1,E (-3.00)
7.4,Col_1,3147,13,Right,Stick 1,E (-3.00)
7.6,Col_1,3212,13,Right,Stick 1,E (-3.00)
7.8,Col_1,3278,13,Right,Stick 1,E (-3.00)
8,Col_1,3344,13,Right,Stick 1,E (-3.00)
8.2,Col_1,3411,13,Right,Stick 1,E (-3.00)
8.4,Col_1,3478,13,Right,Stick 1,E (-3.00)
8.6,Col_1,3545,13,Right,Stick 1,E (-3.00)
8.8,Col_1,3612,13,Right,Stick 1,E (-3.00)
9,Col_1,3680,13,Right,Stick 1,E (-3.00)
9.2,Col_1,3749,13,Right,Stick 1,E (-3.00)
9.4,Col_1,3817,13,Right,Stick 1,E (-3.00)
9.6,Col_1,3886,13,Right,Stick 1,E (-3.00)
9.8,Col_1,3955,13,Right,Stick 1,E (-3.00)
10,Col_1,4025,13,Right,Stick 1,E (-3.00)
10.2,Col_1,4095,13,Right,Stick 1,E (-3.00)
10.4,Col_1,4166,13,Right,Stick 1,E (-3.00)
10.6,Col_1,4237,13,Right,Stick 1,E (-3.00)
10.8,Col_1,4308,13,Right,Stick 1,E (-3.00)
11,Col_1,4379,13,Right,Stick 1,E (-3.00)
11.2,Col_1,4451,13,Right,Stick 1,E (-3.00)
11.4,Col_1,4523,13,Right,Stick 1,E (-3.00)
11.6,Col_1,4596,13,Right,Stick 1,E (-3.00)
11.8,Col_1,4669,13,Right,Stick 1,E (-3.00)
12,Col_1,4742,13,Right,Stick 1,E (-3.00)
12.2,Col_1,4816,13,Right,Stick 1,E (-3.00)
12.4,Col_1,4890,13,Right,Stick 1,E (-3.00)
12.6,Col_1,4965,13,Right,Stick 1,E (-3.00)
12.8,Col_1,5039,13,Right,Stick 1,E (-3.00)
13,Col_1,5114,13,Right,Stick 1,E (-3.00)
13.2,Col_1,5190,13,Right,Stick 1,E (-3.00)
13.4,Col_1,5266,13,Right,Stick 1,E (-3.00)
13.6,Col_1,5342,13,Right,Stick 1,E (-3.00)
13.8,Col_1,5418,13,Right,Stick 1,E (-3.00)
14,Col_1,5495,13,Right,Stick 1,E (-3.00)
14.2,Col_1,5573,13,Right,Stick 1,E (-3.00)
14.4,Col_1,5650,13,Right,Stick 1,E (-3.00)
14.6,Col_1,5728,13,Right,Stick 1,E (-3.00)
14.8,Col_1,5806,13,Right,Stick 1,E (-3.00)
15,Col_1,5884,13,Right,Stick 1,E (-3.00)
15.2,Col_1,5963,13,Right,Stick 1,E (-3.00)
15.4,Col_1,6041,13,Right,Stick 1,E (-3.00)
15.6,Col_1,6120,13,Right,Stick 1,E (-3.00)
15.8,Col_1,6199,13,Right,Stick 1,E (-3.00)
16,Col_1,6278,13,Right,Stick 1,E (-3.00)
16.2,Col_1,6357,13,Right,Stick 1,E (-3.00)
16.4,Col_1,6437,13,Right,Stick 1,E (-3.00)
16.6,Col_1,6517,13,Right,Stick 1,E (-3.00)
16.8,Col_1,6597,13,Right,Stick 1,E (-3.00)
17,Col_1,6677,13,Right,Stick 1,E (-3.00)
17.2,Col_1,6757,13,Right,Stick 1,E (-3.00)
17.4,Col_1,6837,13,Right,Stick 1,E (-3.00)
17.6,Col_1,6918,13,Right,Stick 1,E (-3.00)
17.8,Col_1,6999,13,Right,Stick 1,E (-3.00)
18,Col_1,7080,13,Right,Stick 1,E (-3.00)
18.2,Col_1,7161,13,Right,Stick 1,E (-3.00)
18.4,Col_1,7242,13,Right,Stick 1,E (-3.00)
18.6,Col_1,7323,13,Right,Stick 1,E (-3.00)
18.8,Col_1,7405,13,Right,Stick 1,E (-3.00)
19,Col_1,7486,13,Right,Stick 1,E (-3.00)
19.2,Col_1,7568,13,Right,Stick 1,E (-3.00)
19.4,Col_1,7650,13,Right,Stick 1,E (-3.00)
19.6,Col_1,7732,13,Right,Stick 1,E (-3.00)
19.8,Col_1,7815,13,Right,Stick 1,E (-3.00)
20,Col_1,7897,13,Right,Stick 1,E (-3.00)
20.2,Col_1,7980,13,Right,Stick 1,E (-3.00)
20.4,Col_1,8062,13,Right,Stick 1,E (-3.00)
20.6,Col_1,8145,13,Right,Stick 1,E (-3.00)
20.8,Col_1,8228,13,Right,Stick 1,E (-3.00)
21,Col_1,8312,13,Right,Stick 1,E (-3.00)
21.2,Col_1,8395,13,Right,Stick 1,E (-3.00)
21.4,Col_1,8478,13,Right,Stick 1,E (-3.00)
21.6,Col_1,8562,13,Right,Stick 1,E (-3.00)
2.2,Col_2,1351,12,Right,Stick 1,E (-3.00)
2.4,Col_2,1405,12,Right,Stick 1,E (-3.00)
2.6,Col_2,1460,12,Right,Stick 1,E (-3.00)
2.8,Col_2,1516,12,Right,Stick 1,E (-3.00)
3,Col_2,1571,12,Right,Stick 1,E (-3.00)
3.2,Col_2,1627,12,Right,Stick 1,E (-3.00)
3.4,Col_2,1684,12,Right,Stick 1,E (-3.00)
3.6,Col_2,1741,12,Right,Stick 1,E (-3.00)
3.8,Col_2,1798,12,Right,Stick 1,E (-3.00)
4,Col_2,1856,12,Right,Stick 1,E (-3.00)
4.2,Col_2,1914,12,Right,Stick 1,E (-3.00)
4.4,Col_2,1972,12,Right,Stick 1,E (-3.00)
4.6,Col_2,2031,12,Right,Stick 1,E (-3.00)
4.8,Col_2,2090,12,Right,Stick 1,E (-3.00)
5,Col_2,2149,12,Right,Stick 1,E (-3.00)
5.2,Col_2,2209,12,Right,Stick 1,E (-3.00)
5.4,Col_2,2269,12,Right,Stick 1,E (-3.00)
5.6,Col_2,2329,12,Right,Stick 1,E (-3.00)
5.8,Col_2,2390,12,Right,Stick 1,E (-3.00)
6,Col_2,2451,12,Right,Stick 1,E (-3.00)
6.2,Col_2,2513,12,Right,Stick 1,E (-3.00)
6.4,Col_2,2575,12,Right,Stick 1,E (-3.00)
6.6,Col_2,2637,12,Right,Stick 1,E (-3.00)
6.8,Col_2,2700,12,Right,Stick 1,E (-3.00)
7,Col_2,2762,12,Right,Stick 1,E (-3.00)
7.2,Col_2,2826,12,Right,Stick 1,E (-3.00)
7.4,Col_2,2889,12,Right,Stick 1,E (-3.00)
7.6,Col_2,2953,12,Right,Stick 1,E (-3.00)
7.8,Col_2,3018,12,Right,Stick 1,E (-3.00)
8,Col_2,3083,12,Right,Stick 1,E (-3.00)
8.2,Col_2,3148,12,Right,Stick 1,E (-3.00)
8.4,Col_2,3213,12,Right,Stick 1,E (-3.00)
8.6,Col_2,3279,12,Right,Stick 1,E (-3.00)
8.8,Col_2,3345,12,Right,Stick 1,E (-3.00)
9,Col_2,3412,12,Right,Stick 1,E (-3.00)
9.2,Col_2,3478,12,Right,Stick 1,E (-3.00)
9.4,Col_2,3546,12,Right,Stick 1,E (-3.00)
9.6,Col_2,3613,12,Right,Stick 1,E (-3.00)
9.8,Col_2,3681,12,Right,Stick 1,E (-3.00)
10,Col_2,3749,12,Right,Stick 1,E (-3.00)
10.2,Col_2,3818,12,Right,Stick 1,E (-3.00)
10.4,Col_2,3887,12,Right,Stick 1,E (-3.00)
10.6,Col_2,3956,12,Right,Stick 1,E (-3.00)
10.8,Col_2,4026,12,Right,Stick 1,E (-3.00)
11,Col_2,4096,12,Right,Stick 1,E (-3.00)
11.2,Col_2,4166,12,Right,Stick 1,E (-3.00)
11.4,Col_2,4237,12,Right,Stick 1,E (-3.00)
11.6,Col_2,4308,12,Right,Stick 1,E (-3.00)
11.8,Col_2,4380,12,Right,Stick 1,E (-3.00)
12,Col_2,4452,12,Right,Stick 1,E (-3.00)
12.2,Col_2,4524,12,Right,Stick 1,E (-3.00)
12.4,Col_2,4597,12,Right,Stick 1,E (-3.00)
12.6,Col_2,4670,12,Right,Stick 1,E (-3.00)
12.8,Col_2,4743,12,Right,Stick 1,E (-3.00)
13,Col_2,4816,12,Right,Stick 1,E (-3.00)
13.2,Col_2,4890,12,Right,Stick 1,E (-3.00)
13.4,Col_2,4965,12,Right,Stick 1,E (-3.00)
13.6,Col_2,5040,12,Right,Stick 1,E (-3.00)
13.8,Col_2,5115,12,Right,Stick 1,E (-3.00)
14,Col_2,5190,12,Right,Stick 1,E (-3.00)
14.2,Col_2,5266,12,Right,Stick 1,E (-3.00)
14.4,Col_2,5342,12,Right,Stick 1,E (-3.00)
14.6,Col_2,5419,12,Right,Stick 1,E (-3.00)
14.8,Col_2,5496,12,Right,Stick 1,E (-3.00)
15,Col_2,5573,12,Right,Stick 1,E (-3.00)
15.2,Col_2,5651,12,Right,Stick 1,E (-3.00)
15.4,Col_2,5729,12,Right,Stick 1,E (-3.00)
15.6,Col_2,5807,12,Right,Stick 1,E (-3.00)
15.8,Col_2,5886,12,Right,Stick 1,E (-3.00)
16,Col_2,5965,12,Right,Stick 1,E (-3.00)
16.2,Col_2,6044,12,Right,Stick 1,E (-3.00)
16.4,Col_2,6124,12,Right,Stick 1,E (-3.00)
16.6,Col_2,6204,12,Right,Stick 1,E (-3.00)
16.8,Col_2,6284,12,Right,Stick 1,E (-3.00)
17,Col_2,6364,12,Right,Stick 1,E (-3.00)
17.2,Col_2,6445,12,Right,Stick 1,E (-3.00)
17.4,Col_2,6526,12,Right,Stick 1,E (-3.00)
17.6,Col_2,6607,12,Right,Stick 1,E (-3.00)
17.8,Col_2,6688,12,Right,Stick 1,E (-3.00)
18,Col_2,6769,12,Right,Stick 1,E (-3.00)
18.2,Col_2,6851,12,Right,Stick 1,E (-3.00)
18.4,Col_2,6933,12,Right,Stick 1,E (-3.00)
18.6,Col_2,7015,12,Right,Stick 1,E (-3.00)
18.8,Col_2,7097,12,Right,Stick 1,E (-3.00)
19,Col_2,7180,12,Right,Stick 1,E (-3.00)
19.2,Col_2,7262,12,Right,Stick 1,E (-3.00)
19.4,Col_2,7345,12,Right,Stick 1,E (-3.00)
19.6,Col_2,7428,12,Right,Stick 1,E (-3.00)
19.8,Col_2,7511,12,Right,Stick 1,E (-3.00)
20,Col_2,7594,12,Right,Stick 1,E (-3.00)
20.2,Col_2,7677,12,Right,Stick 1,E (-3.00)
20.4,Col_2,7761,12,Right,Stick 1,E (-3.00)
20.6,Col_2,7845,12,Right,Stick 1,E (-3.00)
20.8,Col_2,7928,12,Right,Stick 1,E (-3.00)
21,Col_2,8012,12,Right,Stick 1,E (-3.00)
21.2,Col_2,8097,12,Right,Stick 1,E (-3.00)
21.4,Col_2,8181,12,Right,Stick 1,E (-3.00)
21.6,Col_2,8265,12,Right,Stick 1,E (-3.00)
2.2,Col_3,1142,11,Right,Stick 1,E (-3.00)
2.4,Col_3,1195,11,Right,Stick 1,E (-3.00)
2.6,Col_3,1248,11,Right,Stick 1,E (-3.00)
2.8,Col_3,1302,11,Right,Stick 1,E (-3.00)
3,Col_3,1357,11,Right,Stick 1,E (-3.00)
3.2,Col_3,1411,11,Right,Stick 1,E (-3.00)
3.4,Col_3,1467,11,Right,Stick 1,E (-3.00)
3.6,Col_3,1522,11,Right,Stick 1,E (-3.00)
3.8,Col_3,1578,11,Right,Stick 1,E (-3.00)
4,Col_3,1634,11,Right,Stick 1,E (-3.00)
4.2,Col_3,1691,11,Right,Stick 1,E (-3.00)
4.4,Col_3,1748,11,Right,Stick 1,E (-3.00)
4.6,Col_3,1806,11,Right,Stick 1,E (-3.00)
4.8,Col_3,1863,11,Right,Stick 1,E (-3.00)
5,Col_3,1921,11,Right,Stick 1,E (-3.00)
5.2,Col_3,1980,11,Right,Stick 1,E (-3.00)
5.4,Col_3,2038,11,Right,Stick 1,E (-3.00)
5.6,Col_3,2098,11,Right,Stick 1,E (-3.00)
5.8,Col_3,2157,11,Right,Stick 1,E (-3.00)
6,Col_3,2217,11,Right,Stick 1,E (-3.00)
6.2,Col_3,2277,11,Right,Stick 1,E (-3.00)
6.4,Col_3,2338,11,Right,Stick 1,E (-3.00)
6.6,Col_3,2399,11,Right,Stick 1,E (-3.00)
6.8,Col_3,2460,11,Right,Stick 1,E (-3.00)
7,Col_3,2522,11,Right,Stick 1,E (-3.00)
7.2,Col_3,2584,11,Right,Stick 1,E (-3.00)
7.4,Col_3,2646,11,Right,Stick 1,E (-3.00)
7.6,Col_3,2709,11,Right,Stick 1,E (-3.00)
7.8,Col_3,2772,11,Right,Stick 1,E (-3.00)
8,Col_3,2835,11,Right,Stick 1,E (-3.00)
8.2,Col_3,2899,11,Right,Stick 1,E (-3.00)
8.4,Col_3,2963,11,Right,Stick 1,E (-3.00)
8.6,Col_3,3028,11,Right,Stick 1,E (-3.00)
8.8,Col_3,3093,11,Right,Stick 1,E (-3.00)
9,Col_3,3158,11,Right,Stick 1,E (-3.00)
9.2,Col_3,3223,11,Right,Stick 1,E (-3.00)
9.4,Col_3,3289,11,Right,Stick 1,E (-3.00)
9.6,Col_3,3356,11,Right,Stick 1,E (-3.00)
9.8,Col_3,3422,11,Right,Stick 1,E (-3.00)
10,Col_3,3489,11,Right,Stick 1,E (-3.00)
10.2,Col_3,3557,11,Right,Stick 1,E (-3.00)
10.4,Col_3,3624,11,Right,Stick 1,E (-3.00)
10.6,Col_3,3692,11,Right,Stick 1,E (-3.00)
10.8,Col_3,3761,11,Right,Stick 1,E (-3.00)
11,Col_3,3830,11,Right,Stick 1,E (-3.00)
11.2,Col_3,3899,11,Right,Stick 1,E (-3.00)
11.4,Col_3,3968,11,Right,Stick 1,E (-3.00)
11.6,Col_3,4038,11,Right,Stick 1,E (-3.00)
11.8,Col_3,4108,11,Right,Stick 1,E (-3.00)
12,Col_3,4179,11,Right,Stick 1,E (-3.00)
12.2,Col_3,4250,11,Right,Stick 1,E (-3.00)
12.4,Col_3,4321,11,Right,Stick 1,E (-3.00)
12.6,Col_3,4393,11,Right,Stick 1,E (-3.00)
12.8,Col_3,4465,11,Right,Stick 1,E (-3.00)
13,Col_3,4537,11,Right,Stick 1,E (-3.00)
13.2,Col_3,4610,11,Right,Stick 1,E (-3.00)
13.4,Col_3,4683,11,Right,Stick 1,E (-3.00)
13.6,Col_3,4756,11,Right,Stick 1,E (-3.00)
13.8,Col_3,4830,11,Right,Stick 1,E (-3.00)
14,Col_3,4904,11,Right,Stick 1,E (-3.00)
14.2,Col_3,4979,11,Right,Stick 1,E (-3.00)
14.4,Col_3,5053,11,Right,Stick 1,E (-3.00)
14.6,Col_3,5129,11,Right,Stick 1,E (-3.00)
14.8,Col_3,5204,11,Right,Stick 1,E (-3.00)
15,Col_3,5280,11,Right,Stick 1,E (-3.00)
15.2,Col_3,5356,11,Right,Stick 1,E (-3.00)
15.4,Col_3,5433,11,Right,Stick 1,E (-3.00)
15.6,Col_3,5510,11,Right,Stick 1,E (-3.00)
15.8,Col_3,5588,11,Right,Stick 1,E (-3.00)
16,Col_3,5665,11,Right,Stick 1,E (-3.00)
16.2,Col_3,5743,11,Right,Stick 1,E (-3.00)
16.4,Col_3,5822,11,Right,Stick 1,E (-3.00)
16.6,Col_3,5901,11,Right,Stick 1,E (-3.00)
16.8,Col_3,5980,11,Right,Stick 1,E (-3.00)
17,Col_3,6060,11,Right,Stick 1,E (-3.00)
17.2,Col_3,6140,11,Right,Stick 1,E (-3.00)
17.4,Col_3,6220,11,Right,Stick 1,E (-3.00)
17.6,Col_3,6301,11,Right,Stick 1,E (-3.00)
17.8,Col_3,6382,11,Right,Stick 1,E (-3.00)
18,Col_3,6463,11,Right,Stick 1,E (-3.00)
18.2,Col_3,6545,11,Right,Stick 1,E (-3.00)
18.4,Col_3,6627,11,Right,Stick 1,E (-3.00)
18.6,Col_3,6709,11,Right,Stick 1,E (-3.00)
18.8,Col_3,6792,11,Right,Stick 1,E (-3.00)
19,Col_3,6875,11,Right,Stick 1,E (-3.00)
19.2,Col_3,6958,11,Right,Stick 1,E (-3.00)
19.4,Col_3,7041,11,Right,Stick 1,E (-3.00)
19.6,Col_3,7124,11,Right,Stick 1,E (-3.00)
19.8,Col_3,7208,11,Right,Stick 1,E (-3.00)
20,Col_3,7292,11,Right,Stick 1,E (-3.00)
20.2,Col_3,7376,11,Right,Stick 1,E (-3.00)
20.4,Col_3,7460,11,Right,Stick 1,E (-3.00)
20.6,Col_3,7545,11,Right,Stick 1,E (-3.00)
20.8,Col_3,7629,11,Right,Stick 1,E (-3.00)
21,Col_3,7714,11,Right,Stick 1,E (-3.00)
21.2,Col_3,7798,11,Right,Stick 1,E (-3.00)
21.4,Col_3,7883,11,Right,Stick 1,E (-3.00)
21.6,Col_3,7968,11,Right,Stick 1,E (-3.00)
2.2,Col_4,948,10,Right,Stick 1,E (-3.00)
2.4,Col_4,999,10,Right,Stick 1,E (-3.00)
2.6,Col_4,1050,10,Right,Stick 1,E (-3.00)
2.8,Col_4,1102,10,Right,Stick 1,E (-3.00)
3,Col_4,1154,10,Right,Stick 1,E (-3.00)
3.2,Col_4,1207,10,Right,Stick 1,E (-3.00)
3.4,Col_4,1261,10,Right,Stick 1,E (-3.00)
3.6,Col_4,1315,10,Right,Stick 1,E (-3.00)
3.8,Col_4,1370,10,Right,Stick 1,E (-3.00)
4,Col_4,1425,10,Right,Stick 1,E (-3.00)
4.2,Col_4,1481,10,Right,Stick 1,E (-3.00)
4.4,Col_4,1537,10,Right,Stick 1,E (-3.00)
4.6,Col_4,1592,10,Right,Stick 1,E (-3.00)
4.8,Col_4,1649,10,Right,Stick 1,E (-3.00)
5,Col_4,1706,10,Right,Stick 1,E (-3.00)
5.2,Col_4,1763,10,Right,Stick 1,E (-3.00)
5.4,Col_4,1821,10,Right,Stick 1,E (-3.00)
5.6,Col_4,1879,10,Right,Stick 1,E (-3.00)
5.8,Col_4,1937,10,Right,Stick 1,E (-3.00)
6,Col_4,1996,10,Right,Stick 1,E (-3.00)
6.2,Col_4,2055,10,Right,Stick 1,E (-3.00)
6.4,Col_4,2114,10,Right,Stick 1,E (-3.00)
6.6,Col_4,2174,10,Right,Stick 1,E (-3.00)
6.8,Col_4,2234,10,Right,Stick 1,E (-3.00)
7,Col_4,2294,10,Right,Stick 1,E (-3.00)
7.2,Col_4,2355,10,Right,Stick 1,E (-3.00)
7.4,Col_4,2417,10,Right,Stick 1,E (-3.00)
7.6,Col_4,2478,10,Right,Stick 1,E (-3.00)
7.8,Col_4,2540,10,Right,Stick 1,E (-3.00)
8,Col_4,2602,10,Right,Stick 1,E (-3.00)
8.2,Col_4,2665,10,Right,Stick 1,E (-3.00)
8.4,Col_4,2728,10,Right,Stick 1,E (-3.00)
8.6,Col_4,2791,10,Right,Stick 1,E (-3.00)
8.8,Col_4,2855,10,Right,Stick 1,E (-3.00)
9,Col_4,2919,10,Right,Stick 1,E (-3.00)
9.2,Col_4,2983,10,Right,Stick 1,E (-3.00)
9.4,Col_4,3048,10,Right,Stick 1,E (-3.00)
9.6,Col_4,3113,10,Right,Stick 1,E (-3.00)
9.8,Col_4,3179,10,Right,Stick 1,E (-3.00)
10,Col_4,3245,10,Right,Stick 1,E (-3.00)
10.2,Col_4,3311,10,Right,Stick 1,E (-3.00)
10.4,Col_4,3377,10,Right,Stick 1,E (-3.00)
10.6,Col_4,3444,10,Right,Stick 1,E (-3.00)
10.8,Col_4,3511,10,Right,Stick 1,E (-3.00)
11,Col_4,3579,10,Right,Stick 1,E (-3.00)
11.2,Col_4,3647,10,Right,Stick 1,E (-3.00)
11.4,Col_4,3715,10,Right,Stick 1,E (-3.00)
11.6,Col_4,3784,10,Right,Stick 1,E (-3.00)
11.8,Col_4,3853,10,Right,Stick 1,E (-3.00)
12,Col_4,3923,10,Right,Stick 1,E (-3.00)
12.2,Col_4,3992,10,Right,Stick 1,E (-3.00)
12.4,Col_4,4063,10,Right,Stick 1,E (-3.00)
12.6,Col_4,4133,10,Right,Stick 1,E (-3.00)
12.8,Col_4,4204,10,Right,Stick 1,E (-3.00)
13,Col_4,4275,10,Right,Stick 1,E (-3.00)
13.2,Col_4,4346,10,Right,Stick 1,E (-3.00)
13.4,Col_4,4418,10,Right,Stick 1,E (-3.00)
13.6,Col_4,4490,10,Right,Stick 1,E (-3.00)
13.8,Col_4,4563,10,Right,Stick 1,E (-3.00)
14,Col_4,4636,10,Right,Stick 1,E (-3.00)
14.2,Col_4,4709,10,Right,Stick 1,E (-3.00)
14.4,Col_4,4783,10,Right,Stick 1,E (-3.00)
14.6,Col_4,4857,10,Right,Stick 1,E (-3.00)
14.8,Col_4,4931,10,Right,Stick 1,E (-3.00)
