Reading,Col_Index,Fuel_Qty,Roll_Input,Wing_Side,Stick,Pitch
12,Col_7,2036,7,Right,Stick 3,M (+1.00)
12.2,Col_7,2076,7,Right,Stick 3,M (+1.00)
12.4,Col_7,2117,7,Right,Stick 3,M (+1.00)
12.6,Col_7,2157,7,Right,Stick 3,M (+1.00)
12.8,Col_7,2198,7,Right,Stick 3,M (+1.00)
13,Col_7,2239,7,Right,Stick 3,M (+1.00)
2.2,Col_8,483,6,Right,Stick 3,M (+1.00)
2.4,Col_8,504,6,Right,Stick 3,M (+1.00)
2.6,Col_8,525,6,Right,Stick 3,M (+1.00)
2.8,Col_8,547,6,Right,Stick 3,M (+1.00)
3,Col_8,569,6,Right,Stick 3,M (+1.00)
3.2,Col_8,592,6,Right,Stick 3,M (+1.00)
3.4,Col_8,615,6,Right,Stick 3,M (+1.00)
3.6,Col_8,639,6,Right,Stick 3,M (+1.00)
3.8,Col_8,664,6,Right,Stick 3,M (+1.00)
4,Col_8,688,6,Right,Stick 3,M (+1.00)
4.2,Col_8,714,6,Right,Stick 3,M (+1.00)
4.4,Col_8,740,6,Right,Stick 3,M (+1.00)
4.6,Col_8,766,6,Right,Stick 3,M (+1.00)
4.8,Col_8,793,6,Right,Stick 3,M (+1.00)
5,Col_8,820,6,Right,Stick 3,M (+1.00)
5.2,Col_8,848,6,Right,Stick 3,M (+1.00)
5.4,Col_8,877,6,Right,Stick 3,M (+1.00)
5.6,Col_8,906,6,Right,Stick 3,M (+1.00)
5.8,Col_8,935,6,Right,Stick 3,M (+1.00)
6,Col_8,965,6,Right,Stick 3,M (+1.00)
6.2,Col_8,996,6,Right,Stick 3,M (+1.00)
6.4,Col_8,1027,6,Right,Stick 3,M (+1.00)
6.6,Col_8,1058,6,Right,Stick 3,M (+1.00)
6.8,Col_8,1090,6,Right,Stick 3,M (+1.00)
7,Col_8,1123,6,Right,Stick 3,M (+1.00)
7.2,Col_8,1156,6,Right,Stick 3,M (+1.00)
7.4,Col_8,1190,6,Right,Stick 3,M (+1.00)
7.6,Col_8,1224,6,Right,Stick 3,M (+1.00)
7.8,Col_8,1259,6,Right,Stick 3,M (+1.00)
8,Col_8,1294,6,Right,Stick 3,M (+1.00)
8.2,Col_8,1330,6,Right,Stick 3,M (+1.00)
8.4,Col_8,1366,6,Right,Stick 3,M (+1.00)
8.6,Col_8,1403,6,Right,Stick 3,M (+1.00)
8.8,Col_8,1440,6,Right,Stick 3,M (+1.00)
9,Col_8,1478,6,Right,Stick 3,M (+1.00)
9.2,Col_8,1517,6,Right,Stick 3,M (+1.00)
9.4,Col_8,1555,6,Right,Stick 3,M (+1.00)
9.6,Col_8,1595,6,Right,Stick 3,M (+1.00)
9.8,Col_8,1634,6,Right,Stick 3,M (+1.00)
10,Col_8,1675,6,Right,Stick 3,M (+1.00)
10.2,Col_8,1715,6,Right,Stick 3,M (+1.00)
10.4,Col_8,1757,6,Right,Stick 3,M (+1.00)
10.6,Col_8,1798,6,Right,Stick 3,M (+1.00)
10.8,Col_8,1840,6,Right,Stick 3,M (+1.00)
11,Col_8,1883,6,Right,Stick 3,M (+1.00)
11.2,Col_8,1925,6,Right,Stick 3,M (+1.00)
11.4,Col_8,1969,6,Right,Stick 3,M (+1.00)
11.6,Col_8,2012,6,Right,Stick 3,M (+1.00)
11.8,Col_8,2056,6,Right,Stick 3,M (+1.00)
12,Col_8,2100,6,Right,Stick 3,M (+1.00)
12.2,Col_8,2145,6,Right,Stick 3,M (+1.00)
12.4,Col_8,2189,6,Right,Stick 3,M (+1.00)
12.6,Col_8,2234,6,Right,Stick 3,M (+1.00)
12.8,Col_8,2280,6,Right,Stick 3,M (+1.00)
13,Col_8,2325,6,Right,Stick 3,M (+1.00)
2.2,Col_0,737,6,Left,Stick 3,M (+1.00)
2.4,Col_0,756,6,Left,Stick 3,M (+1.00)
2.6,Col_0,775,6,Left,Stick 3,M (+1.00)
2.8,Col_0,795,6,Left,Stick 3,M (+1.00)
3,Col_0,814,6,Left,Stick 3,M (+1.00)
3.2,Col_0,834,6,Left,Stick 3,M (+1.00)
3.4,Col_0,855,6,Left,Stick 3,M (+1.00)
3.6,Col_0,875,6,Left,Stick 3,M (+1.00)
3.8,Col_0,896,6,Left,Stick 3,M (+1.00)
4,Col_0,917,6,Left,Stick 3,M (+1.00)
4.2,Col_0,938,6,Left,Stick 3,M (+1.00)
4.4,Col_0,960,6,Left,Stick 3,M (+1.00)
4.6,Col_0,981,6,Left,Stick 3,M (+1.00)
4.8,Col_0,1003,6,Left,Stick 3,M (+1.00)
5,Col_0,1025,6,Left,Stick 3,M (+1.00)
5.2,Col_0,1047,6,Left,Stick 3,M (+1.00)
5.4,Col_0,1070,6,Left,Stick 3,M (+1.00)
5.6,Col_0,1092,6,Left,Stick 3,M (+1.00)
5.8,Col_0,1115,6,Left,Stick 3,M (+1.00)
6,Col_0,1138,6,Left,Stick 3,M (+1.00)
6.2,Col_0,1161,6,Left,Stick 3,M (+1.00)
6.4,Col_0,1184,6,Left,Stick 3,M (+1.00)
6.6,Col_0,1207,6,Left,Stick 3,M (+1.00)
6.8,Col_0,1231,6,Left,Stick 3,M (+1.00)
7,Col_0,1254,6,Left,Stick 3,M (+1.00)
7.2,Col_0,1278,6,Left,Stick 3,M (+1.00)
7.4,Col_0,1302,6,Left,Stick 3,M (+1.00)
7.6,Col_0,1325,6,Left,Stick 3,M (+1.00)
7.8,Col_0,1349,6,Left,Stick 3,M (+1.00)
8,Col_0,1373,6,Left,Stick 3,M (+1.00)
8.2,Col_0,1397,6,Left,Stick 3,M (+1.00)
8.4,Col_0,1422,6,Left,Stick 3,M (+1.00)
8.6,Col_0,1446,6,Left,Stick 3,M (+1.00)
8.8,Col_0,1470,6,Left,Stick 3,M (+1.00)
9,Col_0,1494,6,Left,Stick 3,M (+1.00)
9.2,Col_0,1519,6,Left,Stick 3,M (+1.00)
9.4,Col_0,1543,6,Left,Stick 3,M (+1.00)
9.6,Col_0,1567,6,Left,Stick 3,M (+1.00)
9.8,Col_0,1591,6,Left,Stick 3,M (+1.00)
10,Col_0,1615,6,Left,Stick 3,M (+1.00)
10.2,Col_0,1638,6,Left,Stick 3,M (+1.00)
10.4,Col_0,1662,6,Left,Stick 3,M (+1.00)
10.6,Col_0,1685,6,Left,Stick 3,M (+1.00)
10.8,Col_0,1709,6,Left,Stick 3,M (+1.00)
11,Col_0,1732,6,Left,Stick 3,M (+1.00)
11.2,Col_0,1755,6,Left,Stick 3,M (+1.00)
11.4,Col_0,1777,6,Left,Stick 3,M (+1.00)
11.6,Col_0,1800,6,Left,Stick 3,M (+1.00)
11.8,Col_0,1823,6,Left,Stick 3,M (+1.00)
12,Col_0,1845,6,Left,Stick 3,M (+1.00)
12.2,Col_0,1867,6,Left,Stick 3,M (+1.00)
12.4,Col_0,1889,6,Left,Stick 3,M (+1.00)
12.6,Col_0,1911,6,Left,Stick 3,M (+1.00)
12.8,Col_0,1933,6,Left,Stick 3,M (+1.00)
13,Col_0,1955,6,Left,Stick 3,M (+1.00)
2.2,Col_1,704,7,Left,Stick 3,M (+1.00)
2.4,Col_1,723,7,Left,Stick 3,M (+1.00)
2.6,Col_1,743,7,Left,Stick 3,M (+1.00)
2.8,Col_1,763,7,Left,Stick 3,M (+1.00)
3,Col_1,783,7,Left,Stick 3,M (+1.00)
3.2,Col_1,803,7,Left,Stick 3,M (+1.00)
3.4,Col_1,824,7,Left,Stick 3,M (+1.00)
3.6,Col_1,845,7,Left,Stick 3,M (+1.00)
3.8,Col_1,866,7,Left,Stick 3,M (+1.00)
4,Col_1,887,7,Left,Stick 3,M (+1.00)
4.2,Col_1,909,7,Left,Stick 3,M (+1.00)
4.4,Col_1,931,7,Left,Stick 3,M (+1.00)
4.6,Col_1,953,7,Left,Stick 3,M (+1.00)
4.8,Col_1,975,7,Left,Stick 3,M (+1.00)
5,Col_1,998,7,Left,Stick 3,M (+1.00)
5.2,Col_1,1020,7,Left,Stick 3,M (+1.00)
5.4,Col_1,1043,7,Left,Stick 3,M (+1.00)
5.6,Col_1,1067,7,Left,Stick 3,M (+1.00)
5.8,Col_1,1090,7,Left,Stick 3,M (+1.00)
6,Col_1,1114,7,Left,Stick 3,M (+1.00)
6.2,Col_1,1137,7,Left,Stick 3,M (+1.00)
6.4,Col_1,1161,7,Left,Stick 3,M (+1.00)
6.6,Col_1,1185,7,Left,Stick 3,M (+1.00)
6.8,Col_1,1210,7,Left,Stick 3,M (+1.00)
7,Col_1,1234,7,Left,Stick 3,M (+1.00)
7.2,Col_1,1259,7,Left,Stick 3,M (+1.00)
7.4,Col_1,1284,7,Left,Stick 3,M (+1.00)
7.6,Col_1,1309,7,Left,Stick 3,M (+1.00)
7.8,Col_1,1334,7,Left,Stick 3,M (+1.00)
8,Col_1,1359,7,Left,Stick 3,M (+1.00)
8.2,Col_1,1384,7,Left,Stick 3,M (+1.00)
8.4,Col_1,1409,7,Left,Stick 3,M (+1.00)
8.6,Col_1,1435,7,Left,Stick 3,M (+1.00)
8.8,Col_1,1460,7,Left,Stick 3,M (+1.00)
9,Col_1,1486,7,Left,Stick 3,M (+1.00)
9.2,Col_1,1511,7,Left,Stick 3,M (+1.00)
9.4,Col_1,1537,7,Left,Stick 3,M (+1.00)
9.6,Col_1,1563,7,Left,Stick 3,M (+1.00)
9.8,Col_1,1588,7,Left,Stick 3,M (+1.00)
10,Col_1,1614,7,Left,Stick 3,M (+1.00)
10.2,Col_1,1639,7,Left,Stick 3,M (+1.00)
10.4,Col_1,1665,7,Left,Stick 3,M (+1.00)
10.6,Col_1,1690,7,Left,Stick 3,M (+1.00)
10.8,Col_1,1715,7,Left,Stick 3,M (+1.00)
11,Col_1,1740,7,Left,Stick 3,M (+1.00)
11.2,Col_1,1765,7,Left,Stick 3,M (+1.00)
11.4,Col_1,1790,7,Left,Stick 3,M (+1.00)
11.6,Col_1,1814,7,Left,Stick 3,M (+1.00)
11.8,Col_1,1838,7,Left,Stick 3,M (+1.00)
12,Col_1,1863,7,Left,Stick 3,M (+1.00)
12.2,Col_1,1886,7,Left,Stick 3,M (+1.00)
12.4,Col_1,1910,7,Left,Stick 3,M (+1.00)
12.6,Col_1,1934,7,Left,Stick 3,M (+1.00)
12.8,Col_1,1957,7,Left,Stick 3,M (+1.00)
13,Col_1,1980,7,Left,Stick 3,M (+1.00)
2.2,Col_2,672,8,Left,Stick 3,M (+1.00)
2.4,Col_2,691,8,Left,Stick 3,M (+1.00)
2.6,Col_2,711,8,Left,Stick 3,M (+1.00)
2.8,Col_2,731,8,Left,Stick 3,M (+1.00)
3,Col_2,751,8,Left,Stick 3,M (+1.00)
3.2,Col_2,772,8,Left,Stick 3,M (+1.00)
3.4,Col_2,793,8,Left,Stick 3,M (+1.00)
3.6,Col_2,814,8,Left,Stick 3,M (+1.00)
3.8,Col_2,835,8,Left,Stick 3,M (+1.00)
4,Col_2,857,8,Left,Stick 3,M (+1.00)
4.2,Col_2,879,8,Left,Stick 3,M (+1.00)
4.4,Col_2,901,8,Left,Stick 3,M (+1.00)
4.6,Col_2,924,8,Left,Stick 3,M (+1.00)
4.8,Col_2,947,8,Left,Stick 3,M (+1.00)
5,Col_2,970,8,Left,Stick 3,M (+1.00)
5.2,Col_2,993,8,Left,Stick 3,M (+1.00)
5.4,Col_2,1017,8,Left,Stick 3,M (+1.00)
5.6,Col_2,1041,8,Left,Stick 3,M (+1.00)
5.8,Col_2,1065,8,Left,Stick 3,M (+1.00)
6,Col_2,1089,8,Left,Stick 3,M (+1.00)
6.2,Col_2,1114,8,Left,Stick 3,M (+1.00)
6.4,Col_2,1139,8,Left,Stick 3,M (+1.00)
6.6,Col_2,1164,8,Left,Stick 3,M (+1.00)
6.8,Col_2,1189,8,Left,Stick 3,M (+1.00)
7,Col_2,1214,8,Left,Stick 3,M (+1.00)
7.2,Col_2,1240,8,Left,Stick 3,M (+1.00)
7.4,Col_2,1265,8,Left,Stick 3,M (+1.00)
7.6,Col_2,1291,8,Left,Stick 3,M (+1.00)
7.8,Col_2,1318,8,Left,Stick 3,M (+1.00)
8,Col_2,1344,8,Left,Stick 3,M (+1.00)
8.2,Col_2,1370,8,Left,Stick 3,M (+1.00)
8.4,Col_2,1397,8,Left,Stick 3,M (+1.00)
8.6,Col_2,1424,8,Left,Stick 3,M (+1.00)
8.8,Col_2,1450,8,Left,Stick 3,M (+1.00)
9,Col_2,1477,8,Left,Stick 3,M (+1.00)
9.2,Col_2,1504,8,Left,Stick 3,M (+1.00)
9.4,Col_2,1531,8,Left,Stick 3,M (+1.00)
9.6,Col_2,1559,8,Left,Stick 3,M (+1.00)
9.8,Col_2,1586,8,Left,Stick 3,M (+1.00)
10,Col_2,1613,8,Left,Stick 3,M (+1.00)
10.2,Col_2,1640,8,Left,Stick 3,M (+1.00)
10.4,Col_2,1668,8,Left,Stick 3,M (+1.00)
10.6,Col_2,1695,8,Left,Stick 3,M (+1.00)
10.8,Col_2,1722,8,Left,Stick 3,M (+1.00)
11,Col_2,1749,8,Left,Stick 3,M (+1.00)
11.2,Col_2,1776,8,Left,Stick 3,M (+1.00)
11.4,Col_2,1803,8,Left,Stick 3,M (+1.00)
11.6,Col_2,1829,8,Left,Stick 3,M (+1.00)
11.8,Col_2,1856,8,Left,Stick 3,M (+1.00)
12,Col_2,1882,8,Left,Stick 3,M (+1.00)
12.2,Col_2,1908,8,Left,Stick 3,M (+1.00)
12.4,Col_2,1933,8,Left,Stick 3,M (+1.00)
12.6,Col_2,1959,8,Left,Stick 3,M (+1.00)
12.8,Col_2,1984,8,Left,Stick 3,M (+1.00)
13,Col_2,2009,8,Left,Stick 3,M (+1.00)
2.2,Col_3,640,9,Left,Stick 3,M (+1.00)
2.4,Col_3,660,9,Left,Stick 3,M (+1.00)
2.6,Col_3,679,9,Left,Stick 3,M (+1.00)
2.8,Col_3,700,9,Left,Stick 3,M (+1.00)
3,Col_3,720,9,Left,Stick 3,M (+1.00)
3.2,Col_3,741,9,Left,Stick 3,M (+1.00)
3.4,Col_3,762,9,Left,Stick 3,M (+1.00)
3.6,Col_3,783,9,Left,Stick 3,M (+1.00)
3.8,Col_3,805,9,Left,Stick 3,M (+1.00)
4,Col_3,827,9,Left,Stick 3,M (+1.00)
4.2,Col_3,850,9,Left,Stick 3,M (+1.00)
4.4,Col_3,872,9,Left,Stick 3,M (+1.00)
4.6,Col_3,895,9,Left,Stick 3,M (+1.00)
4.8,Col_3,919,9,Left,Stick 3,M (+1.00)
5,Col_3,942,9,Left,Stick 3,M (+1.00)
5.2,Col_3,966,9,Left,Stick 3,M (+1.00)
5.4,Col_3,990,9,Left,Stick 3,M (+1.00)
5.6,Col_3,1015,9,Left,Stick 3,M (+1.00)
5.8,Col_3,1040,9,Left,Stick 3,M (+1.00)
6,Col_3,1065,9,Left,Stick 3,M (+1.00)
6.2,Col_3,1090,9,Left,Stick 3,M (+1.00)
6.4,Col_3,1116,9,Left,Stick 3,M (+1.00)
6.6,Col_3,1142,9,Left,Stick 3,M (+1.00)
6.8,Col_3,1168,9,Left,Stick 3,M (+1.00)
7,Col_3,1194,9,Left,Stick 3,M (+1.00)
7.2,Col_3,1221,9,Left,Stick 3,M (+1.00)
7.4,Col_3,1248,9,Left,Stick 3,M (+1.00)
7.6,Col_3,1275,9,Left,Stick 3,M (+1.00)
7.8,Col_3,1302,9,Left,Stick 3,M (+1.00)
8,Col_3,1329,9,Left,Stick 3,M (+1.00)
8.2,Col_3,1357,9,Left,Stick 3,M (+1.00)
8.4,Col_3,1385,9,Left,Stick 3,M (+1.00)
8.6,Col_3,1413,9,Left,Stick 3,M (+1.00)
8.8,Col_3,1441,9,Left,Stick 3,M (+1.00)
9,Col_3,1469,9,Left,Stick 3,M (+1.00)
9.2,Col_3,1498,9,Left,Stick 3,M (+1.00)
9.4,Col_3,1527,9,Left,Stick 3,M (+1.00)
9.6,Col_3,1555,9,Left,Stick 3,M (+1.00)
9.8,Col_3,1584,9,Left,Stick 3,M (+1.00)
10,Col_3,1613,9,Left,Stick 3,M (+1.00)
10.2,Col_3,1642,9,Left,Stick 3,M (+1.00)
10.4,Col_3,1671,9,Left,Stick 3,M (+1.00)
10.6,Col_3,1700,9,Left,Stick 3,M (+1.00)
10.8,Col_3,1730,9,Left,Stick 3,M (+1.00)
11,Col_3,1759,9,Left,Stick 3,M (+1.00)
11.2,Col_3,1788,9,Left,Stick 3,M (+1.00)
11.4,Col_3,1817,9,Left,Stick 3,M (+1.00)
11.6,Col_3,1846,9,Left,Stick 3,M (+1.00)
11.8,Col_3,1874,9,Left,Stick 3,M (+1.00)
12,Col_3,1903,9,Left,Stick 3,M (+1.00)
12.2,Col_3,1931,9,Left,Stick 3,M (+1.00)
12.4,Col_3,1959,9,Left,Stick 3,M (+1.00)
12.6,Col_3,1987,9,Left,Stick 3,M (+1.00)
12.8,Col_3,2015,9,Left,Stick 3,M (+1.00)
13,Col_3,2042,9,Left,Stick 3,M (+1.00)
2.2,Col_4,608,10,Left,Stick 3,M (+1.00)
2.4,Col_4,628,10,Left,Stick 3,M (+1.00)
2.6,Col_4,648,10,Left,Stick 3,M (+1.00)
2.8,Col_4,668,10,Left,Stick 3,M (+1.00)
3,Col_4,689,10,Left,Stick 3,M (+1.00)
3.2,Col_4,710,10,Left,Stick 3,M (+1.00)
3.4,Col_4,732,10,Left,Stick 3,M (+1.00)
3.6,Col_4,753,10,Left,Stick 3,M (+1.00)
3.8,Col_4,775,10,Left,Stick 3,M (+1.00)
4,Col_4,798,10,Left,Stick 3,M (+1.00)
4.2,Col_4,821,10,Left,Stick 3,M (+1.00)
4.4,Col_4,844,10,Left,Stick 3,M (+1.00)
4.6,Col_4,867,10,Left,Stick 3,M (+1.00)
4.8,Col_4,891,10,Left,Stick 3,M (+1.00)
5,Col_4,915,10,Left,Stick 3,M (+1.00)
5.2,Col_4,940,10,Left,Stick 3,M (+1.00)
5.4,Col_4,965,10,Left,Stick 3,M (+1.00)
5.6,Col_4,990,10,Left,Stick 3,M (+1.00)
5.8,Col_4,1015,10,Left,Stick 3,M (+1.00)
6,Col_4,1041,10,Left,Stick 3,M (+1.00)
6.2,Col_4,1067,10,Left,Stick 3,M (+1.00)
6.4,Col_4,1094,10,Left,Stick 3,M (+1.00)
6.6,Col_4,1120,10,Left,Stick 3,M (+1.00)
6.8,Col_4,1148,10,Left,Stick 3,M (+1.00)
7,Col_4,1175,10,Left,Stick 3,M (+1.00)
7.2,Col_4,1203,10,Left,Stick 3,M (+1.00)
7.4,Col_4,1231,10,Left,Stick 3,M (+1.00)
7.6,Col_4,1259,10,Left,Stick 3,M (+1.00)
7.8,Col_4,1287,10,Left,Stick 3,M (+1.00)
8,Col_4,1316,10,Left,Stick 3,M (+1.00)
8.2,Col_4,1345,10,Left,Stick 3,M (+1.00)
8.4,Col_4,1374,10,Left,Stick 3,M (+1.00)
8.6,Col_4,1404,10,Left,Stick 3,M (+1.00)
8.8,Col_4,1433,10,Left,Stick 3,M (+1.00)
9,Col_4,1463,10,Left,Stick 3,M (+1.00)
9.2,Col_4,1493,10,Left,Stick 3,M (+1.00)
9.4,Col_4,1523,10,Left,Stick 3,M (+1.00)
9.6,Col_4,1554,10,Left,Stick 3,M (+1.00)
9.8,Col_4,1584,10,Left,Stick 3,M (+1.00)
10,Col_4,1615,10,Left,Stick 3,M (+1.00)
10.2,Col_4,1646,10,Left,Stick 3,M (+1.00)
10.4,Col_4,1677,10,Left,Stick 3,M (+1.00)
10.6,Col_4,1708,10,Left,Stick 3,M (+1.00)
10.8,Col_4,1739,10,Left,Stick 3,M (+1.00)
11,Col_4,1770,10,Left,Stick 3,M (+1.00)
11.2,Col_4,1802,10,Left,Stick 3,M (+1.00)
11.4,Col_4,1833,10,Left,Stick 3,M (+1.00)
11.6,Col_4,1864,10,Left,Stick 3,M (+1.00)
11.8,Col_4,1896,10,Left,Stick 3,M (+1.00)
12,Col_4,1927,10,Left,Stick 3,M (+1.00)
12.2,Col_4,1958,10,Left,Stick 3,M (+1.00)
12.4,Col_4,1989,10,Left,Stick 3,M (+1.00)
12.6,Col_4,2019,10,Left,Stick 3,M (+1.00)
12.8,Col_4,2049,10,Left,Stick 3,M (+1.00)
13,Col_4,2079,10,Left,Stick 3,M (+1.00)
2.2,Col_5,577,11,Left,Stick 3,M (+1.00)
2.4,Col_5,596,11,Left,Stick 3,M (+1.00)
2.6,Col_5,617,11,Left,Stick 3,M (+1.00)
2.8,Col_5,637,11,Left,Stick 3,M (+1.00)
3,Col_5,658,11,Left,Stick 3,M (+1.00)
3.2,Col_5,680,11,Left,Stick 3,M (+1.00)
3.4,Col_5,701,11,Left,Stick 3,M (+1.00)
3.6,Col_5,724,11,Left,Stick 3,M (+1.00)
3.8,Col_5,746,11,Left,Stick 3,M (+1.00)
4,Col_5,769,11,Left,Stick 3,M (+1.00)
4.2,Col_5,792,11,Left,Stick 3,M (+1.00)
4.4,Col_5,816,11,Left,Stick 3,M (+1.00)
4.6,Col_5,840,11,Left,Stick 3,M (+1.00)
4.8,Col_5,864,11,Left,Stick 3,M (+1.00)
5,Col_5,889,11,Left,Stick 3,M (+1.00)
5.2,Col_5,914,11,Left,Stick 3,M (+1.00)
5.4,Col_5,940,11,Left,Stick 3,M (+1.00)
5.6,Col_5,966,11,Left,Stick 3,M (+1.00)
5.8,Col_5,992,11,Left,Stick 3,M (+1.00)
6,Col_5,1018,11,Left,Stick 3,M (+1.00)
6.2,Col_5,1045,11,Left,Stick 3,M (+1.00)
6.4,Col_5,1073,11,Left,Stick 3,M (+1.00)
6.6,Col_5,1100,11,Left,Stick 3,M (+1.00)
6.8,Col_5,1129,11,Left,Stick 3,M (+1.00)
7,Col_5,1157,11,Left,Stick 3,M (+1.00)
7.2,Col_5,1186,11,Left,Stick 3,M (+1.00)
7.4,Col_5,1215,11,Left,Stick 3,M (+1.00)
7.6,Col_5,1244,11,Left,Stick 3,M (+1.00)
7.8,Col_5,1274,11,Left,Stick 3,M (+1.00)
8,Col_5,1304,11,Left,Stick 3,M (+1.00)
8.2,Col_5,1334,11,Left,Stick 3,M (+1.00)
8.4,Col_5,1365,11,Left,Stick 3,M (+1.00)
8.6,Col_5,1396,11,Left,Stick 3,M (+1.00)
8.8,Col_5,1427,11,Left,Stick 3,M (+1.00)
9,Col_5,1459,11,Left,Stick 3,M (+1.00)
9.2,Col_5,1490,11,Left,Stick 3,M (+1.00)
9.4,Col_5,1522,11,Left,Stick 3,M (+1.00)
9.6,Col_5,1555,11,Left,Stick 3,M (+1.00)
9.8,Col_5,1587,11,Left,Stick 3,M (+1.00)
10,Col_5,1620,11,Left,Stick 3,M (+1.00)
10.2,Col_5,1653,11,Left,Stick 3,M (+1.00)
10.4,Col_5,1686,11,Left,Stick 3,M (+1.00)
10.6,Col_5,1719,11,Left,Stick 3,M (+1.00)
10.8,Col_5,1752,11,Left,Stick 3,M (+1.00)
11,Col_5,1786,11,Left,Stick 3,M (+1.00)
11.2,Col_5,1819,11,Left,Stick 3,M (+1.00)
11.4,Col_5,1853,11,Left,Stick 3,M (+1.00)
11.6,Col_5,1887,11,Left,Stick 3,M (+1.00)
11.8,Col_5,1921,11,Left,Stick 3,M (+1.00)
12,Col_5,1955,11,Left,Stick 3,M (+1.00)
12.2,Col_5,1988,11,Left,Stick 3,M (+1.00)
12.4,Col_5,2022,11,Left,Stick 3,M (+1.00)
12.6,Col_5,2056,11,Left,Stick 3,M (+1.00)
12.8,Col_5,2089,11,Left,Stick 3,M (+1.00)
13,Col_5,2123,11,Left,Stick 3,M (+1.00)
2.2,Col_6,545,12,Left,Stick 3,M (+1.00)
2.4,Col_6,565,12,Left,Stick 3,M (+1.00)
2.6,Col_6,586,12,Left,Stick 3,M (+1.00)
2.8,Col_6,607,12,Left,Stick 3,M (+1.00)
3,Col_6,628,12,Left,Stick 3,M (+1.00)
3.2,Col_6,650,12,Left,Stick 3,M (+1.00)
3.4,Col_6,672,12,Left,Stick 3,M (+1.00)
3.6,Col_6,695,12,Left,Stick 3,M (+1.00)
3.8,Col_6,718,12,Left,Stick 3,M (+1.00)
4,Col_6,741,12,Left,Stick 3,M (+1.00)
4.2,Col_6,765,12,Left,Stick 3,M (+1.00)
4.4,Col_6,789,12,Left,Stick 3,M (+1.00)
4.6,Col_6,814,12,Left,Stick 3,M (+1.00)
4.8,Col_6,839,12,Left,Stick 3,M (+1.00)
5,Col_6,864,12,Left,Stick 3,M (+1.00)
5.2,Col_6,890,12,Left,Stick 3,M (+1.00)
5.4,Col_6,916,12,Left,Stick 3,M (+1.00)
5.6,Col_6,943,12,Left,Stick 3,M (+1.00)
5.8,Col_6,970,12,Left,Stick 3,M (+1.00)
6,Col_6,998,12,Left,Stick 3,M (+1.00)
6.2,Col_6,1026,12,Left,Stick 3,M (+1.00)
6.4,Col_6,1054,12,Left,Stick 3,M (+1.00)
6.6,Col_6,1083,12,Left,Stick 3,M (+1.00)
6.8,Col_6,1112,12,Left,Stick 3,M (+1.00)
7,Col_6,1142,12,Left,Stick 3,M (+1.00)
7.2,Col_6,1171,12,Left,Stick 3,M (+1.00)
7.4,Col_6,1202,12,Left,Stick 3,M (+1.00)
7.6,Col_6,1233,12,Left,Stick 3,M (+1.00)
7.8,Col_6,1264,12,Left,Stick 3,M (+1.00)
8,Col_6,1295,12,Left,Stick 3,M (+1.00)
8.2,Col_6,1327,12,Left,Stick 3,M (+1.00)
8.4,Col_6,1359,12,Left,Stick 3,M (+1.00)
8.6,Col_6,1392,12,Left,Stick 3,M (+1.00)
8.8,Col_6,1425,12,Left,Stick 3,M (+1.00)
9,Col_6,1458,12,Left,Stick 3,M (+1.00)
9.2,Col_6,1492,12,Left,Stick 3,M (+1.00)
9.4,Col_6,1526,12,Left,Stick 3,M (+1.00)
9.6,Col_6,1560,12,Left,Stick 3,M (+1.00)
9.8,Col_6,1595,12,Left,Stick 3,M (+1.00)
10,Col_6,1630,12,Left,Stick 3,M (+1.00)
10.2,Col_6,1665,12,Left,Stick 3,M (+1.00)
10.4,Col_6,1700,12,Left,Stick 3,M (+1.00)
10.6,Col_6,1736,12,Left,Stick 3,M (+1.00)
10.8,Col_6,1771,12,Left,Stick 3,M (+1.00)
11,Col_6,1807,12,Left,Stick 3,M (+1.00)
11.2,Col_6,1843,12,Left,Stick 3,M (+1.00)
11.4,Col_6,1880,12,Left,Stick 3,M (+1.00)
11.6,Col_6,1916,12,Left,Stick 3,M (+1.00)
11.8,Col_6,1953,12,Left,Stick 3,M (+1.00)
12,Col_6,1990,12,Left,Stick 3,M (+1.00)
12.2,Col_6,2027,12,Left,Stick 3,M (+1.00)
12.4,Col_6,2063,12,Left,Stick 3,M (+1.00)
12.6,Col_6,2100,12,Left,Stick 3,M (+1.00)
12.8,Col_6,2137,12,Left,Stick 3,M (+1.00)
13,Col_6,2174,12,Left,Stick 3,M (+1.00)
2.2,Col_7,514,13,Left,Stick 3,M (+1.00)
2.4,Col_7,534,13,Left,Stick 3,M (+1.00)
2.6,Col_7,555,13,Left,Stick 3,M (+1.00)
2.8,Col_7,577,13,Left,Stick 3,M (+1.00)
3,Col_7,598,13,Left,Stick 3,M (+1.00)
3.2,Col_7,621,13,Left,Stick 3,M (+1.00)
3.4,Col_7,643,13,Left,Stick 3,M (+1.00)
3.6,Col_7,666,13,Left,Stick 3,M (+1.00)
3.8,Col_7,690,13,Left,Stick 3,M (+1.00)
4,Col_7,714,13,Left,Stick 3,M (+1.00)
4.2,Col_7,739,13,Left,Stick 3,M (+1.00)
4.4,Col_7,763,13,Left,Stick 3,M (+1.00)
4.6,Col_7,789,13,Left,Stick 3,M (+1.00)
4.8,Col_7,815,13,Left,Stick 3,M (+1.00)
5,Col_7,841,13,Left,Stick 3,M (+1.00)
